Date,Close
5/1/2018,244.66
5/2/2018,240.6
5/3/2018,242.15
5/4/2018,244.94
5/7/2018,243.12
5/8/2018,241.95
5/9/2018,244.17
5/10/2018,247.7
5/11/2018,250.9
5/14/2018,251.35
5/15/2018,247.34
5/16/2018,247.12
5/17/2018,248.46
5/18/2018,249.45
5/21/2018,254.66
5/22/2018,252.59
5/23/2018,250.47
5/24/2018,251.74
5/25/2018,251.5
5/29/2018,247.61
5/30/2018,253.08
5/31/2018,249.12
6/1/2018,253.6
6/4/2018,251.88
6/5/2018,252
6/6/2018,256.55
6/7/2018,257.25
6/8/2018,260.15
6/11/2018,261.97
6/12/2018,265.53
6/13/2018,262.92
6/14/2018,263.48
6/15/2018,264.56
6/18/2018,263.67
6/19/2018,258.39
6/20/2018,251.43
6/21/2018,246.72
6/22/2018,241.77
6/25/2018,234.53
6/26/2018,236.85
6/27/2018,229.75
6/28/2018,226.67
6/29/2018,227.06
7/2/2018,229.39
7/3/2018,227.61
7/5/2018,228.58
7/6/2018,228.27
7/9/2018,234.94
7/10/2018,235.66
7/11/2018,230.22
7/12/2018,232.69
7/13/2018,233.75
7/16/2018,230.18
7/17/2018,231.15
7/18/2018,236.19
7/19/2018,236.55
7/20/2018,234.93
7/23/2018,236.4
7/24/2018,236.83
7/25/2018,240.24
7/26/2018,241.24
7/27/2018,240.84
7/30/2018,240.44
7/31/2018,245.87
8/1/2018,241.1
8/2/2018,241.12
8/3/2018,243.32
8/6/2018,245.13
8/7/2018,247.85
8/8/2018,245.49
8/9/2018,244.8
8/10/2018,241.76
8/13/2018,240.99
8/14/2018,243.7
8/15/2018,243.48
8/16/2018,246.25
8/17/2018,246.94
8/20/2018,248.79
8/21/2018,251.11
8/22/2018,246.94
8/23/2018,244.47
8/24/2018,245.02
8/27/2018,248.9
8/28/2018,247.63
8/29/2018,247.6
8/30/2018,246.74
8/31/2018,243.95
9/4/2018,241.29
9/5/2018,244.76
9/6/2018,246.19
9/7/2018,245.97
9/10/2018,249.45
9/11/2018,249.36
9/12/2018,252.98
9/13/2018,253.17
9/14/2018,255.44
9/17/2018,255.73
9/18/2018,241.58
9/19/2018,242.88
9/20/2018,246.81
9/21/2018,247.32
9/24/2018,243.84
9/25/2018,239.2
9/26/2018,241.11
9/27/2018,240.7
9/28/2018,240.79
10/1/2018,239.93
10/2/2018,239
10/3/2018,240.94
10/4/2018,239.07
10/5/2018,236.06
10/8/2018,234.99
10/9/2018,229.75
10/10/2018,221.46
10/11/2018,217.42
10/12/2018,221
10/15/2018,221.02
10/16/2018,226.18
10/17/2018,223.46
10/18/2018,217.29
10/19/2018,219.8
10/22/2018,218.4
10/23/2018,218.38
10/24/2018,209.2
10/25/2018,213.78
10/26/2018,210.53
10/29/2018,211.04
10/30/2018,216.53
10/31/2018,220.34
11/1/2018,224.04
11/2/2018,221.66
11/5/2018,222.61
11/6/2018,226.77
11/7/2018,231.28
11/8/2018,229.4
11/9/2018,224.4
11/12/2018,219.63
11/13/2018,222.51
11/14/2018,225.16
11/15/2018,227.81
11/16/2018,226.69
11/19/2018,226.3
11/20/2018,221.34
11/21/2018,222.55
11/23/2018,223.4
11/26/2018,225.04
11/27/2018,225.23
11/28/2018,231.85
11/29/2018,227.5
11/30/2018,229
12/3/2018,230.04
12/4/2018,215.52
12/6/2018,215.06
12/7/2018,201.39
12/10/2018,192.93
12/11/2018,189.65
12/12/2018,188.27
12/13/2018,187.18
12/14/2018,184.11
12/17/2018,182.19
12/18/2018,185.01
12/19/2018,162.51
12/20/2018,159.72
12/21/2018,158
12/24/2018,152.7
12/26/2018,160.15
12/27/2018,161.02
12/28/2018,158.98
12/31/2018,161.33
1/2/2019,163.19
1/3/2019,157.19
1/4/2019,164.43
1/7/2019,166.73
1/8/2019,167.02
1/9/2019,170.59
1/10/2019,170.12
1/11/2019,170.99
1/14/2019,171.55
1/15/2019,170.63
1/16/2019,171.36
1/17/2019,173.27
1/18/2019,176.91
1/22/2019,175.9
1/23/2019,173.68
1/24/2019,174.1
1/25/2019,175.36
1/28/2019,173.96
1/29/2019,173.58
1/30/2019,177.47
1/31/2019,177.57
2/1/2019,179.31
2/4/2019,182.73
2/5/2019,183.73
2/6/2019,183.81
2/7/2019,181.37
2/8/2019,177.24
2/11/2019,181.09
2/12/2019,185.45
2/13/2019,185.62
2/14/2019,183.92
2/15/2019,179.3
2/19/2019,180.25
2/20/2019,181.91
2/21/2019,182.28
2/22/2019,180.49
2/25/2019,181.07
2/26/2019,181.71
2/27/2019,181.81
2/28/2019,181
3/1/2019,182.8
3/4/2019,181.14
3/5/2019,180.01
3/6/2019,178.18
3/7/2019,172.86
3/8/2019,171.78
3/11/2019,176.45
3/12/2019,177.17
3/13/2019,179.53
3/14/2019,179.08
3/15/2019,177.98
3/18/2019,182.4
3/19/2019,181.41
3/20/2019,175.07
3/21/2019,178.99
3/22/2019,173.99
3/25/2019,172.07
3/26/2019,175.15
3/27/2019,176.09
3/28/2019,177.9
3/29/2019,181.41
4/1/2019,186.45
4/2/2019,184.03
4/3/2019,185.19
4/4/2019,187.67
4/5/2019,189.9
4/8/2019,191.38
4/9/2019,189.95
4/10/2019,191
4/11/2019,191.87
4/12/2019,196.95
4/15/2019,196.18
4/16/2019,197.23
4/17/2019,198.06
4/18/2019,198.15
4/22/2019,195.98
4/23/2019,195.13
4/24/2019,197.86
4/25/2019,188.87
4/26/2019,184.04
4/29/2019,186.63
4/30/2019,189.46
